docid,actualdate,inferreddate,firstpub,recept,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birth,gender,nationality,othername,notes,canon,DEAD,WIND,RED,STRANGE,HALF,GREY,TIS,BETWEEN,FAITH,WOMAN,GRASS,SUDDEN,BROWN,LEST,YELLOW,SHUT,HOLLOW,MOUTH,WOMEN,NIGHTS,DUMB,WRITTEN,BLOWN,STIR,ASLEEP,I_LL,LAUGHED,NATION,HERS,SCENES,WAN,I_VE,TREASURES,KNEES,FRIENDSHIP,NAKED,PEN,STRAINS,ACHING,SITTING,YESTERDAY,GARDENS,PASSIONATE,PURSUE,WE_LL,WOULDST,CREEPING,DUSK,BROODING,UNDERNEATH,SMOTE,BREATHLESS,SAVIOUR,REIGNS,BLOWING,HARSH,COLOURED,DUSTY,VAGUE,MOANING,IMPART,JESUS,CURLED,HURRYING,SHAKEN,FOLK,BESTOW,HURT,MISSION,LONDON,BEATEN,ALIEN,DRIPPING
loc.ark+=13960=t6pz5tc3h,1894,1894,1894,reviewed,9603767,,Parker[COMMA] Gilbert[COMMA],Cambridge [Mass.;Stone & Kimball;London;Methuen;1894;(New York;De Vinne Press),,A lover[APOSTROPHE]s diary,rev,,,1895,ATL,1862,m,ca,,,,11,8,1,1,3,3,10,18,8,9,1,6,0,3,0,2,1,2,2,0,4,2,2,3,0,0,2,0,0,1,1,0,0,1,0,1,2,0,4,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0
loc.ark+=13960=t5k93s659,1894,1894,1894,reviewed,7676917,3102553,Williams[COMMA] Francis Howard[COMMA],New York;London;G. P. Putnam[APOSTROPHE]s sons;1894,,The flute-player and other poems,rev,,,1895,ATL,1844,m,us,,,,8,19,13,19,44,6,0,10,7,18,6,7,2,1,4,0,1,6,5,1,1,3,1,0,3,1,2,4,0,0,4,0,0,4,1,3,2,2,2,0,2,0,4,2,0,1,1,3,0,0,0,0,0,1,2,0,1,2,0,3,0,0,1,1,0,1,1,3,0,0,1,2,1
mdp.39015063940111,1894,1894,1894,reviewed,321637,13024779,Lee-Hamilton[COMMA] Eugene.,London;E. Stock;1894.,,Sonnets of the wingless hours,rev,,,1895,ATL,1845,m,uk,,,,33,4,8,9,6,8,5,3,6,0,6,5,4,2,4,0,3,2,1,1,5,0,0,0,2,1,1,0,0,0,3,0,1,0,0,0,2,0,0,1,1,0,0,0,0,1,3,10,0,1,0,1,0,0,0,0,1,3,7,0,0,0,3,0,0,2,0,0,0,0,0,0,1
uc2.ark+=13960=t2f766k62,1894,1894,1894,reviewed,7667277,3741532,Mitchell[COMMA] Langdon Elwyn[COMMA],Boston;New York;Houghton[COMMA] Mifflin and company;1894.,,Poems,rev,,,1895,ATL,1862,m,us,,,,17,24,1,5,14,24,3,2,1,4,13,5,5,2,10,1,3,0,12,0,2,0,8,1,1,1,1,2,0,0,4,0,0,0,1,3,1,0,0,0,1,1,1,2,0,0,0,5,1,0,1,0,0,0,0,3,1,0,1,0,0,2,0,2,0,1,0,0,0,2,1,1,0
uc2.ark+=13960=t26974b8z,1894,1894,1894,reviewed,7693632,1112477,Watson[COMMA] William[COMMA],London;John Lane;New York[COMMA] Macmillan & Co.;1894.,,Odes and other poems,rev,pos,,1895,FR,1858,m,uk,,,,6,7,2,0,5,2,8,2,1,1,1,0,0,1,0,0,2,0,0,0,0,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,1,0,0,0,0,3,0,4,0
uc1.b167484,1894,1894,1894,reviewed,539391,4796288,Davidson[COMMA] John[COMMA],London;J.Lane;Boston;Copeland & Day;1894.,,Ballads & songs,rev,,,1895,FR,1857,m,uk,,,,11,12,3,2,7,4,0,5,2,11,3,1,1,0,1,1,3,1,8,1,2,0,0,2,0,5,2,0,0,0,2,1,0,2,0,4,0,0,1,0,0,1,3,0,1,0,0,1,0,0,2,2,0,0,1,0,1,0,0,0,0,1,3,0,0,5,0,1,0,1,0,0,1
mdp.39015059422017,1894,1894,1894,random,482611,,Japp[COMMA] Alexander H.,London;Chatto & Windus;1894.,,Dramatic pictures,,,,,,1839,m,uk,,,,6,4,7,5,9,5,21,3,9,0,5,4,0,0,0,0,1,0,4,0,1,3,1,4,2,9,0,2,2,1,0,16,0,2,1,1,2,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,3,1,0,0,4,1,3,0
loc.ark+=13960=t2s475v8n,1894,1894,1894,random,9586845,,Battersby[COMMA] John H. [from old catalog],New York;J. R. Huth;1894.,,Poems patriotic,,,,,,,m,,,,,3,1,1,1,0,0,6,0,8,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,3,0,0,2,0,0,0,3,0,1,0,0,0,1,2,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
njp.32101066109255,1894,1894,1894,random,9246457,,Partridge[COMMA] William Ordway[COMMA],Boston;J. Wilson and Son;1894;(Boston;University Press),,Song-life of a sculptor,,,,,,1861,m,us,,Trans from Russian,,12,4,3,1,2,1,2,0,7,2,0,2,2,1,0,3,0,1,1,0,2,0,3,0,4,0,0,0,1,0,1,1,1,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
mdp.39015000544554,1894,1894,1894,random,1398769,,Thompson[COMMA] Francis[COMMA],London;E. Mathews & John Lane;Boston;Copeland & Day;1894.,v.1,Poems,,,,,,1859,m,uk,,Well-known,,36,15,11,31,10,6,46,13,11,10,5,16,7,12,3,1,1,7,4,1,14,3,6,9,6,8,4,4,3,1,4,4,0,4,2,1,1,0,3,1,0,1,1,2,0,1,0,4,1,3,3,1,1,0,0,3,1,2,1,0,1,1,0,0,3,0,0,0,0,0,2,2,1
loc.ark+=13960=t3xs6b07q,1894,1894,1894,random,9608950,,Choate[COMMA] Clara Elizabeth. [from old catalog],Boston;Lee and Shepard;1894,,Songs of truth,,,,,,1851,f,us,,,,1,1,0,1,0,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
uc2.ark+=13960=t3222ww5h,1894,1894,1894,random,7507454,,Image[COMMA] Selwyn[COMMA],London;Elkin Matthews;1894.,,Poems & carols,,,,,,1849,m,uk,,,,5,5,0,2,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
uc1.b274729,1894,1894,1894,random,6518179,,Thayer[COMMA] William Roscoe[COMMA],Boston;New York;Houghton Mifflin company;1894.,,Poems;,,,,,,1859,m,us,,,,7,8,3,3,6,2,4,1,3,5,5,6,0,6,1,2,3,1,4,0,4,2,1,1,3,0,2,2,0,1,0,0,0,3,2,1,1,0,0,0,0,1,2,3,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,3,0,0,1,0
loc.ark+=13960=t7kp8gj8r,1893,1893,1893,reviewed,8656635,1718752,Granniss[COMMA] Anna J.,Keene[COMMA] N.H.;Darling & company[COMMA] printers;1893.,,Skipped stitches[COMMA] verses,rev,,,1895,ATL,1856,f,us,,obscure,,13,8,16,10,6,6,8,1,1,0,0,2,2,2,4,1,2,0,0,1,1,0,1,0,7,4,1,0,0,0,0,15,1,0,0,0,0,0,1,0,3,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
nyp.33433075807317,1893,1893,1893,reviewed,8589568,4178539,McCulloch[COMMA] Hugh[COMMA],Cambridge [Mass.;Stone and Kimball;1894[COMMA] c1893.,,The quest of Heracles and other poems,rev,,,1895,ATL,1869,m,us,,,,8,0,0,4,15,3,0,2,3,4,7,2,2,8,0,0,2,1,2,1,0,0,0,5,0,0,5,0,2,0,3,0,0,0,0,2,0,1,0,1,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,2,1,0,0,0,1,0,0
njp.32101067628659,1893,1893,1893,reviewed,8961163,13778849,Barlas[COMMA] John Evelyn[COMMA],Dundee;J.P. Mathew;1893.,,Selections from Songs of a bayadere and Songs of a troubadour,rev,pos,,1896,YB,1860,m,uk,Douglas[COMMA] Evelyn,,,9,2,5,2,1,0,0,0,0,4,1,0,0,0,1,1,0,0,1,1,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loc.ark+=13960=t8df7d08p,1893,1893,1893,reviewed,9575895,7225237,Hayne[COMMA] William Hamilton[COMMA],New York;F.A. Stokes company;1893.,,Sylvan lyrics and other verses,rev,,,1895,ATL,1856,m,us,,,,21,37,15,6,13,7,5,3,7,3,19,1,4,0,2,0,2,2,0,1,2,1,2,0,2,1,0,0,0,2,5,0,0,0,0,0,1,2,1,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1
mdp.39015003700393,1893,1893,1893,reviewed,1398575,2040330,Garland[COMMA] Hamlin[COMMA],Cambridge [Mass.;and Chicago[COMMA] Stone and Kimball;1893.,,Prairie songs: being chants rhymed and unrhymed of the level lands of the great West,rev,,,1895,ATL,1860,m,us,,,,4,89,20,5,9,36,0,1,1,6,29,7,9,0,10,2,4,1,1,4,4,0,5,2,2,5,2,0,0,2,2,8,0,5,0,3,1,1,2,0,0,0,1,0,2,0,0,4,1,0,0,1,0,1,2,4,1,4,1,1,0,0,1,1,2,0,0,0,0,0,0,0,3
uc1.b182492,1893,1893,1893,random,116409,,Hale[COMMA] Edward Everett[COMMA],Boston;Roberts brothers;1893.,,For fifty years;,,,,,,1822,m,us,,,,7,3,8,2,13,11,1,6,2,1,0,0,3,3,4,0,0,0,1,2,1,0,0,0,1,1,1,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uc2.ark+=13960=t3610z72h,1893,1893,1893,random,248683,,Merkley[COMMA] George Earle[COMMA],Toronto;Hart & Riddell;1893.,,Canadian melodies and poems,,,,,,1865,m,ca,,,,12,4,3,4,16,2,17,1,5,0,1,1,0,0,2,0,1,4,0,0,0,1,1,0,0,3,2,2,1,3,3,2,0,0,0,0,1,0,6,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,4,0,0,1,4,2,3,0,0,0,0,0,0,0,2,0,0,0,0
loc.ark+=13960=t57d3p237,1893,1893,1893,random,9560098,,Roberts[COMMA] Betsey Ann Smith.,Patchogue[COMMA] New York;Patchogue Advance Print;1893.,,Original poems,,,,,,1828,f,us,,,,24,4,0,3,4,3,27,3,21,12,4,0,17,0,0,0,0,5,11,3,0,3,0,1,0,25,4,0,0,0,1,7,0,1,3,0,5,0,2,2,1,0,0,2,2,0,0,0,0,2,0,0,5,4,0,0,0,1,0,0,0,29,0,0,0,0,6,1,2,1,2,0,0
nyp.33433082128426,1893,1893,1893,random,8613371,,Currie[COMMA] George G.,MontrÃ©al;John Lovell;1893.,,How I once felt,,,,,,1867,m,us,,,,33,9,1,1,10,1,17,0,1,5,4,1,1,4,3,1,1,2,5,1,2,14,0,0,0,28,1,3,0,2,1,28,2,0,9,0,8,2,4,0,0,0,2,1,7,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,4,0,0,0,0,0,1,0,4,0,0,0,0
uc2.ark+=13960=t7fq9w84p,1893,1893,1893,random,6509049,,Scott[COMMA] William Bell[COMMA],London;Elkin Mathews & John Lane;1893.,,A poet[APOSTROPHE]s harvest home,,,,,,1811,m,uk,,,,17,17,12,7,3,14,9,8,11,0,5,0,5,1,3,8,1,6,1,2,4,2,2,0,2,3,0,0,0,1,0,4,0,1,1,3,2,0,0,1,6,0,0,0,0,0,0,2,0,3,0,2,0,1,0,0,1,0,2,2,1,0,0,0,0,1,0,0,1,0,0,1,0
uc2.ark+=13960=t6zw19s10,1892,1892,1892,reviewed,9260502,1672767,Field[COMMA] Eugene[COMMA],Chicago;M.E. Stone;1892.,,Second book of verse,rev,,,1893,ATL,1850,m,us,,,,8,6,32,6,7,1,2,4,1,9,3,0,5,2,5,1,2,3,5,6,1,0,0,0,3,0,3,0,2,0,1,0,1,1,1,0,6,0,0,1,3,1,1,4,0,0,3,0,0,3,2,0,0,0,1,3,0,0,0,0,0,1,1,0,1,8,1,6,2,15,0,2,1
uva.x030758864,1892,1892,1892,reviewed,9775909,317331196,LÃ_ders[COMMA] Charles Henry[COMMA],New York;C. Scribner[APOSTROPHE]s sons;1892.,,The dead nymph,rev,pos,,1893,ATL,1858,m,us,,,,12,26,11,6,9,10,1,6,1,1,2,11,3,3,3,5,3,1,1,0,0,0,6,3,1,0,2,1,0,0,1,0,3,0,1,1,2,0,0,0,1,5,1,0,0,1,0,4,1,1,0,1,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1
uc2.ark+=13960=t1hh6d09g,1892,1892,1892,reviewed,7663358,4890096,Johnson[COMMA] Robert Underwood[COMMA],New York;The Century co.;1892.,,The winter hour[COMMA] and other poems,rev,,,1893,ATL,1853,m,us,,,,5,5,3,0,7,5,2,2,1,1,2,6,0,5,1,0,0,1,0,2,0,4,1,0,0,0,1,2,3,0,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0
uc2.ark+=13960=t5n875h7n,1892,1892,1892,reviewed,6641083,3334273,Dorr[COMMA] Julia C. R.,New York;C. Scribner[APOSTROPHE]s Sons;1892.,,Poems,rev,,,1893,ATL,1825,f,us,,,,84,27,56,40,40,46,21,26,18,16,23,22,26,8,15,14,6,5,12,3,16,2,8,13,7,5,2,17,6,0,7,4,7,2,2,0,7,9,1,5,13,1,6,0,1,5,6,4,3,4,1,8,1,1,4,2,1,1,5,3,0,0,2,5,1,0,0,0,2,0,1,3,0
uc2.ark+=13960=t23b62184,1892,1892,1892,random,7689858,,Le Gallienne[COMMA] Richard[COMMA],London;Elkin Mathews and John Lane;New York;Cassell;1892.,,English poems,,,,,,1866,m,uk,,,,19,7,3,18,8,5,20,1,1,1,5,4,2,2,5,6,4,7,4,1,1,1,0,1,0,0,2,0,3,0,0,0,0,0,0,0,3,0,1,0,6,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,1,1,0,1,0,0,1,2,0,0,0,1,0,0,0
loc.ark+=13960=t1fj2t30n,1892,1892,1892,random,9610278,,Rowley[COMMA] A. A. [from old catalog],Topeka[COMMA] Kan.;G. W. Crane & company;1892.,,Kansas campaign songs,,,,,,,,,,,,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nyp.33433074903737,1892,1892,1892,random,8663793,,Yarrington[COMMA] W. H. H.,Melbourne;Sydney;Adelaide;George Robertson and Co.;1892.,,Australian verses,,,,,,1839,m,au,,,,3,3,1,5,3,1,14,6,17,1,6,0,0,0,2,0,0,0,0,2,1,4,0,3,1,1,0,7,2,13,0,0,6,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,1,3,5,1,0,0,0,5,0,1,0,2,0,0
uc1.b2834136,1892,1892,1892,random,7344843,,Kinloch[COMMA] Marjory G. J.,London;K. Paul[COMMA] Trench[COMMA] TrÃ_bner;1892.,,A song-book of the soul,,,,,,1846,f,uk,,,,44,4,4,25,9,7,39,4,25,2,2,0,2,3,0,7,0,0,1,5,0,1,0,2,4,0,1,0,0,1,1,0,3,1,0,0,0,0,1,0,3,5,1,0,0,7,0,0,0,0,0,0,10,1,0,0,0,1,2,0,5,10,0,0,0,0,0,0,1,0,0,1,0
loc.ark+=13960=t63495d13,1893,1893,1892,random,9574797,,Carleton[COMMA] Will[COMMA],New York;Harper & brothers;1893.,,City festivals,,,,,,1845,m,us,,,,23,2,2,9,24,4,21,4,5,18,0,6,6,2,1,0,0,1,2,5,0,0,1,0,1,11,6,8,0,1,1,11,5,0,2,0,1,1,4,0,0,1,0,3,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,1
njp.32101067487577,1892,1892,1892,reviewed,8958226,,Yeats[COMMA] W. B.,London;T. F. Unwin;1892.,,Wanderings of Oisin,,,,1907,FR,1865,m,ir,,,y,29,3,15,7,13,29,13,9,1,2,18,7,7,4,10,3,6,3,4,0,3,1,2,1,4,8,4,3,1,2,3,3,0,7,0,1,0,0,0,5,0,2,0,0,5,1,3,0,0,4,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,1,0,1,0,3,1,1,10
uc2.ark+=13960=t88g8mb7n,1892,1892,1892,random,,,Daniel[COMMA] H. C.,London;Morgan;1892.,,Love[APOSTROPHE]s minstrel,,,,,,,m,uk,,,,6,16,5,3,4,2,6,0,0,0,0,9,0,0,0,1,0,1,0,1,0,0,0,3,1,1,1,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
uc1.b4382847,1891,1891,1891,reviewed,8658397,494513,Reese[COMMA] Lizette Woodworth[COMMA],Boston;New York;Houghton[COMMA] Mifflin and Company;1891.,,A handful of lavender,rev,,,1891,ATL,1856,f,us,,,,17,32,13,4,5,20,1,2,0,0,25,4,1,0,8,2,2,3,0,3,1,0,15,8,2,0,0,0,3,0,0,0,0,2,1,1,0,0,0,2,7,2,0,0,0,0,0,17,0,1,0,0,0,0,6,1,2,1,1,0,0,12,0,0,0,7,0,0,0,2,1,2,4
loc.ark+=13960=t2891p34v,1891,1891,1891,reviewed,6641614,10831808,Cone[COMMA] Helen Gray[COMMA],Boston;New York;Houghton[COMMA] Mifflin and Company;1891;(Cambridge [Mass.;The Riverside Press).,,The ride to the lady,rev,pos,,1891,ATL,1859,f,us,,,,14,12,7,6,9,11,0,2,1,1,3,5,6,0,0,1,2,0,2,0,3,0,4,2,0,0,1,0,2,1,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,6,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
nyp.33433075817829,1891,1891,1891,reviewed,5921648,2602417,Gilder[COMMA] Richard Watson[COMMA],N[ew] Y[ork;The Century co.;1891.,,Two worlds,rev,pos,,1891,ATL,1844,m,us,,,,4,1,8,4,4,3,4,2,11,5,1,1,0,4,0,1,0,2,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
uc1.b167406,1891,1891,1891,reviewed,6642403,3317176,Cawein[COMMA] Madison Julius[COMMA],New York;G. P. Putnam[APOSTROPHE]s sons;1891.,,Days and dreams,rev,neg,,1891,ATL,1865,m,us,,,,38,13,28,5,5,26,0,2,7,5,7,0,8,0,6,0,8,7,4,4,2,6,3,3,2,0,11,0,3,0,4,0,0,2,0,2,0,0,3,1,0,2,0,0,0,1,0,6,0,1,1,0,0,0,2,2,4,6,1,2,0,1,1,0,2,0,0,1,0,0,0,0,6
wu.89094594595,1892,1892,1891,random,5776761,,VÄƒcÄƒrescu[COMMA] Elena[COMMA],London;J. R. Osgood[COMMA] McIlvaine & co.;1892,,The bard of the Dimbovitza,,,,,, ,f,fr,,Well-known in France,,46,19,26,1,0,1,5,2,0,33,15,0,2,1,3,5,0,0,4,2,1,0,0,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
uc2.ark+=13960=t0dv1cw73,1891,1891,1891,random,7661643,,Irvine[COMMA] J. P.,Chicago;Manufactured by W.B. Conkey Co.;c1891.,,The green leaf and the gray,,,,,,,m,,,,,8,4,0,1,7,14,4,12,2,0,3,0,4,0,1,1,0,0,2,0,5,0,1,1,1,1,1,2,1,0,1,1,0,2,0,5,0,4,0,0,1,0,0,0,1,0,0,3,1,1,2,0,2,1,1,0,0,0,1,0,0,1,1,1,2,0,1,0,0,0,1,0,0
loc.ark+=13960=t2g740b7g,1891,1891,1891,random,9558911,,[Loomis[COMMA] George][COMMA],Parkersburg[COMMA] W.Va.;1891,,Memorial or Decoration day,,,,,,1824,m,us,,,,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
loc.ark+=13960=t40s0cg0n,1891,1891,1891,random,7649653,,Stevens[COMMA] Orrin Cedesman.,Holyoke[COMMA] Mass.;Griffith[COMMA] Axtell & Cady company;1891.,,An idyl of the sun[COMMA] and other poems,,,,,,,m,,,,,18,9,12,17,3,3,10,19,2,10,1,7,1,11,2,3,4,0,1,0,3,4,3,1,3,1,1,0,0,4,3,1,6,4,0,3,1,3,1,0,2,0,2,2,0,7,0,2,1,2,0,3,0,0,1,2,0,3,4,0,0,0,4,0,5,2,3,1,1,0,1,6,3
njp.32101013202740,1892,1892,1890,reviewed,8883653,19300524,Kipling[COMMA] Rudyard[COMMA],London;Methuen and Co.;1892;(Edinburgh;T. and A. Constable),,Barrack-room ballads,rev,,pop,1891,FR,1865,m,uk,,,y,28,29,31,2,11,16,9,18,4,7,7,1,7,2,1,4,0,14,12,1,6,5,4,0,0,1,5,0,1,0,1,13,0,2,0,8,6,0,2,0,1,0,0,0,2,0,0,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,3,1,2,0
uc2.ark+=13960=t1mg7j44g,1890,1890,1890,reviewed,1023187,824173,Bridges[COMMA] Robert[COMMA],London;G. Bell;1890.,,The shorter poems of Robert Bridges,rev,,pop,1894,FR,1844,m,uk,,,,13,8,6,5,4,0,16,7,3,0,5,0,8,4,1,1,1,1,3,1,1,0,1,6,8,2,1,0,0,0,0,0,0,2,1,0,1,2,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0
nyp.33433066626783,1890,1890,1890,reviewed,242114,3716980,Moulton[COMMA] Louise Chandler[COMMA],Boston;Roberts bros.;1890.,,In the garden of dreams,rev,pos,,1893,FR,1835,f,us,,,,43,26,13,13,3,7,0,2,5,6,4,10,2,0,1,5,0,1,2,4,15,0,3,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,3,0,1,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,3,0,3,1,0,0,0,0,3,0
njp.32101067627149,1890,1890,1890,random,8961066,,Anderson[COMMA] Duncan[COMMA],Montreal;Printed by J. Lovell & Son;1890.,,Lays of Canada[COMMA] and other poems,,,,,,1828,m,ca,,,,14,3,9,4,6,2,14,3,4,2,1,0,0,1,2,0,0,0,2,0,0,1,1,1,0,1,0,3,1,3,0,1,4,0,1,0,1,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1
loc.ark+=13960=t6k07vz1r,1890,1890,1890,random,9605969,,Stone[COMMA] Jasper Jay. [from old catalog],Caney[COMMA] Kan.;1890,,The veteran[APOSTROPHE]s qualifications for civil service,,,,,,,m,us,,,,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uc2.ark+=13960=t7rn35b8n,1889,1889,1889,reviewed,6058104,603074,Blind[COMMA] Mathilde[COMMA],London;Chatto & Windus;1889.,,The ascent of man,rev,,,1889,BM,1841,f,uk,,,,16,24,20,10,7,10,3,6,0,11,8,3,17,0,5,2,7,3,10,2,4,0,5,0,1,1,3,5,1,3,2,0,0,2,0,1,0,0,2,1,1,1,2,0,2,0,0,0,3,0,1,0,1,1,4,2,7,1,3,4,0,1,1,4,6,2,0,0,0,0,3,0,1
uc2.ark+=13960=t8bg2n21x,1889,1889,1889,reviewed,7689964,11168588,Levy[COMMA] Amy[COMMA],London;T. Fisher Unwin;1889.,,A London plane-tree,rev,,,1890,BM,1861,f,uk,,,,16,11,2,7,5,14,4,8,1,3,2,2,5,0,0,1,0,0,1,2,0,0,1,1,0,1,0,0,0,0,2,0,0,0,1,1,0,2,1,0,2,2,3,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2,1,0,0,9,0,1,0
uc2.ark+=13960=t1td9vq8p,1890,1890,1889,reviewed,585366,339320,Browning[COMMA] Robert[COMMA],London;Smith[COMMA] Elder[COMMA] & co. ...;1890.,,Asolando,rev,pos,,1890,BM,1812,m,uk,,,y,1,1,4,5,8,3,4,4,6,11,1,2,1,1,1,2,1,14,2,1,0,0,0,1,0,1,4,0,3,0,0,0,0,2,0,2,1,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,1,0
loc.ark+=13960=t3zs39k35,1891,1891,1889,random,9585464,,Crosby[COMMA] Powell R. [from old catalog],East Saginaw[COMMA] Mich.;Seemann & Peters[COMMA] printers;1891,,Po Crosby[APOSTROPHE]s Labor odes[COMMA] containing twenty-five beautiful odes,,,,,,1849,m,us,,,,0,1,2,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loc.ark+=13960=t3rv11c37,1889,1889,1889,random,5946475,,Culler[COMMA] Lucy Yeend.,Burlington[COMMA] Iowa;Conrad Lutz[COMMA] Printing and Binding;1889.,,Violet,,,,,,1849,f,uk,,,,1,0,4,0,1,1,4,0,1,0,0,0,1,1,3,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0
