docid,actualdate,inferreddate,firstpub,recept,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birth,gender,nationality,othername,notes,canon,DEAD,WIND,RED,STRANGE,HALF,GREY,TIS,BETWEEN,FAITH,WOMAN,GRASS,SUDDEN,BROWN,LEST,YELLOW,SHUT,HOLLOW,MOUTH,WOMEN,NIGHTS,DUMB,WRITTEN,BLOWN,STIR,ASLEEP,I_LL,LAUGHED,NATION,HERS,SCENES,WAN,I_VE,TREASURES,KNEES,FRIENDSHIP,NAKED,PEN,STRAINS,ACHING,SITTING,YESTERDAY,GARDENS,PASSIONATE,PURSUE,WE_LL,WOULDST,CREEPING,DUSK,BROODING,UNDERNEATH,SMOTE,BREATHLESS,SAVIOUR,REIGNS,BLOWING,HARSH,COLOURED,DUSTY,VAGUE,MOANING,IMPART,JESUS,CURLED,HURRYING,SHAKEN,FOLK,BESTOW,HURT,MISSION,LONDON,BEATEN,ALIEN,DRIPPING
uc2.ark+=13960=t7pn9f10q,1874,1874,1874,reviewed,6130501,11400948,Lytton[COMMA] Edward Robert Bulwer Lytton[COMMA],Edinburgh;London;William Blackwood and Sons;1874.,v.1,Fables in song,rev,,,1874,FR,1803,m,uk,,,,20,45,12,10,19,9,44,14,3,4,23,8,2,3,2,4,5,6,0,1,3,1,7,2,5,4,3,2,0,1,6,3,4,3,1,2,0,0,0,4,1,0,1,2,1,0,3,1,0,0,2,0,1,0,3,3,2,2,2,1,1,0,1,0,1,7,0,1,0,0,2,0,1
loc.ark+=13960=t9572953d,1874,1874,1874,random,8656270,,Glover[COMMA] H. C.,New York;J. W. Stoops;1874.,,Rights and wrongs of woman,,,,,,,,,,,,1,3,0,3,3,0,6,3,0,46,1,0,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
umn.31951d008327233,1874,1874,1874,random,8373661,,Hall[COMMA] C. A.,Philadelphia;J. A. Wagenseller[COMMA] printer;1874.,,Songs for the Grange[COMMA] dedicated to the Order of Patrons of Husbandry in the United States,,,,,,1838,m,us,,,,8,1,0,1,0,0,6,0,5,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,1,1,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0
uc2.ark+=13960=t0bv7gp3c,1874,1874,1874,random,7689851,,,Grantham;Ridge;1874.,,Lays of the Belvoir Hunt,,,,,,,,,,,,5,6,6,5,14,11,35,0,0,3,13,0,10,0,1,0,0,3,0,0,0,2,5,0,0,23,1,0,1,3,0,13,0,0,1,1,0,0,0,0,0,0,0,4,16,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,1,0,3,1,0,2
njp.32101067707651,1874,1874,1874,random,8964911,,Beck[COMMA] Edward Anthony[COMMA],Brighton?;Curtis;1874?,,The Holy sepulchre,,,,,,1848,m,uk,,,,8,0,1,0,3,2,2,0,2,0,1,2,0,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
uc2.ark+=13960=t5w66g74f,1873,1873,1873,reviewed,7688304,10436993,Gosse[COMMA] Edmund[COMMA],London;Henry S. King;1873.,,On viol and flute,rev,pos,,1883,ATL,1849,m,uk,,,,14,33,29,3,14,13,3,10,3,2,21,4,16,3,6,5,7,5,4,9,3,0,6,6,1,0,5,0,5,0,7,0,0,1,0,1,0,0,3,2,2,1,13,1,0,0,1,1,1,7,6,1,0,0,1,3,8,1,2,4,0,0,2,0,3,0,0,0,0,0,0,2,0
njp.32101067632925,1873,1873,1873,random,8961379,,Dobson[COMMA] Austin[COMMA],London;H.S. King & Co. ...;1873.,,Vignettes in rhyme and vers de soci̩t̩ (now first collected),,,,,,1840,m,uk,,,,21,8,13,4,27,15,19,5,1,5,5,7,6,1,8,4,1,12,3,1,1,2,1,3,0,0,3,2,6,0,2,6,0,6,0,1,1,0,0,1,2,1,0,3,0,0,1,0,0,1,1,0,0,0,1,0,3,3,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
mdp.39015063542537,1895,1895,1873,reviewed,283393,32292356,Austin[COMMA] Alfred[COMMA],London;New York;Macmillan & co.;1895.,,Madonna[APOSTROPHE]s child,rev,,,1873,FR,1835,m,uk,,,,5,5,1,4,10,7,1,5,6,1,0,2,7,0,2,3,0,1,5,1,3,3,0,4,0,0,0,0,6,2,1,0,0,3,1,0,0,0,1,1,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,3,0,1,0,3,0,1,0
loc.ark+=13960=t4nk3w21x,1873,1873,1873,reviewed,9574936,9429792,Colman[COMMA] James F.,Boston;Estes and Lauriat;1873;(Cambridge;John Wilson and son),,The knightly heart[COMMA] and other poems,rev,,,1873,ATL,,,,,obscure,,13,9,18,2,26,8,6,5,15,11,6,5,1,5,8,0,3,0,2,1,6,2,1,2,1,0,1,6,5,6,1,0,5,3,8,2,5,2,1,3,1,1,0,1,0,2,2,0,3,5,1,3,1,0,1,3,4,1,1,0,1,1,0,2,1,1,1,1,1,0,0,1,2
loc.ark+=13960=t90872358,1873,1873,1873,reviewed,9573388,1895447,O[APOSTROPHE]Reilly[COMMA] John Boyle[COMMA],Boston;Roberts brothers;1873.,,Songs from the southern seas,rev,,,1873,ATL,1844,m,ir,,,,35,12,12,24,17,9,17,5,1,6,3,10,8,0,6,2,1,3,4,1,7,0,2,0,0,0,2,4,1,6,1,0,4,3,1,2,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,2,0,0,0,2,0,1,2,0,0,0,0,1,0,12,0,1,0,0,1,1,0
uc1.b3579414,1873,1873,1873,reviewed,7861380,7313863,Morris[COMMA] William[COMMA],London;Ellis & White;1873.,,Love is enough[COMMA] or The freeing of Pharamond,rev,pos,,1873,FR,1834,m,uk,,,y,26,31,10,7,6,17,5,6,12,6,9,0,1,21,1,2,2,13,0,0,1,1,1,1,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,14,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,35,0,0,0,1,4,0,0
uc2.ark+=13960=t42r3t80r,1873,1873,1873,reviewed,6611528,1739342,Brown[COMMA] T. E.,London;Macmillan;1873.,,Betsy Lee,rev,neg,,1873,ATL,1830,m,uk,,,,12,6,1,1,5,1,0,1,0,23,2,3,1,0,1,6,1,5,5,1,1,0,2,0,2,26,5,0,1,0,0,18,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
uc2.ark+=13960=t75t3n448,1873,1873,1873,random,7692898,,Stewart[COMMA] William John.,London;Whittaker;1873.,,Scattered leaflets,,,,,,1849,m,uk,,,,4,8,2,6,1,1,20,0,0,1,0,4,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,1,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,3,0,1,0,0,0,2,0,1,0,1,0,0
uc1.$b803433,1873,1873,1873,random,9951038,,Ricketson[COMMA] Daniel[COMMA],New Bedord [Mass.;E. Anthony;1873.,,The factory-bell,,,,,,1813,m,us,,,,2,2,0,1,0,1,2,2,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,7,0,7,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loc.ark+=13960=t3cz3pj65,1873,1873,1873,random,9573845,,Case[COMMA] Leonard[COMMA],Boston;J.R. Osgood and company;1873.,,Treasure trove;,,,,,,1820,m,us,,,,3,0,2,0,2,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uc2.ark+=13960=t6vx06j62,1873,1873,1873,random,1424049,,Saltus[COMMA] Francis Saltus[COMMA],Philadelphia;J. B. Lippincott & co.;1873.,,Honey and gall,,,,,,1849,m,us,,,,35,8,33,31,21,14,26,3,21,6,1,7,5,1,5,0,0,2,4,9,1,0,1,4,1,0,2,1,0,4,6,0,2,3,0,1,1,0,1,0,0,2,1,0,0,9,1,0,0,0,5,0,4,0,0,0,2,1,27,1,2,0,4,0,1,0,1,0,0,0,2,0,1
loc.ark+=13960=t6tx46241,1872,1872,1872,reviewed,11209752,5877288,Turner[COMMA] Eliza (Sproat),Boston;J. R. Osgood & Comp.;1872.,,Out-of-door rhymes,rev,,,1872,ATL,1826,f,us,,,,11,15,3,17,9,2,27,5,0,6,6,11,4,2,0,1,2,2,0,1,1,1,1,0,1,3,3,1,3,0,1,1,0,0,2,1,0,0,0,1,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,3,0,0,0,3
uc2.ark+=13960=t02z17v0j,1872,1872,1872,reviewed,242299,2862442,Noel[COMMA] Roden[COMMA],London;Strahan & co.;1872.,,The red flag,rev,neg,,1873,FR,1834,m,uk,,,,37,19,23,4,28,29,20,3,10,27,13,1,6,8,2,3,7,6,15,0,9,1,10,0,4,0,1,4,5,1,8,0,0,0,1,0,0,1,0,1,0,1,5,0,0,0,2,5,1,4,1,2,3,2,3,2,2,0,2,5,2,8,3,4,0,3,0,0,0,10,0,4,1
loc.ark+=13960=t95720v25,1872,1872,1872,reviewed,9571531,,Thaxter[COMMA] Celia[COMMA],New York;Hurd and Houghton;Cambridge [Mass.;Riverside Press;1872.,,Poems,rev,pos,,1872,ATL,1835,f,us,,,,11,42,12,1,8,10,5,3,2,0,3,5,4,1,6,2,1,1,1,1,1,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,2,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
mdp.39015059421811,1917,1917,1872,reviewed,205157,65987399,Hake[COMMA] Thomas Gordon[COMMA],London;E. Mathews;1917.,,Parables & tales,rev,pos,,1873,FR,1809,m,uk,,,,4,3,4,4,5,3,2,6,0,5,2,3,0,1,1,3,5,2,1,0,0,1,0,0,2,0,0,1,2,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,2,0,3,0,0,1,0,0,1,1,1,0,0,1,0,2,3,0,0,0,0,1,0
uc2.ark+=13960=t42r42k8x,1872,1872,1872,reviewed,6518191,5899081,Smith[COMMA] Walter C.,Boston;J.R. Osgood and company;1872.,,Olrig Grange,rev,,,1872,FR,1824,m,uk,,,,14,10,2,5,13,21,1,2,30,27,0,2,5,1,2,1,2,3,13,3,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,2,2,2,3,1,0,2,0,0,0,3,0,1,0,2,1,0,0,0,0,0,2,4,3,3,0,2,2,1,1,0,0,1,5,0,1,0
uc1.32106001957635,1872,1872,1872,reviewed,7119642,3023728,Tennyson[COMMA] Alfred Tennyson[COMMA],Boston;J. R. Osgood and company;1872.,,Gareth and Lynette,rev,,,1872,FR,1809,m,uk,,,y,6,6,8,0,15,1,0,4,2,5,1,3,0,4,0,0,2,0,2,0,0,0,1,0,1,0,4,0,1,0,3,0,0,2,0,5,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uc2.ark+=13960=t4pk0c98d,1872,1872,1872,reviewed,7687477,4817530,Domett[COMMA] Alfred[COMMA],London;Smith[COMMA] Elder & Co.;1872.,,Ranolf and Amohia,rev,,,1872,FR,1811,m,uk,,,,41,23,58,55,94,25,66,33,30,3,18,35,21,12,24,15,28,13,14,1,21,1,6,10,9,3,3,0,8,11,10,4,1,9,0,8,0,2,1,1,0,2,11,7,0,0,15,4,4,1,3,9,0,0,1,13,7,0,5,1,2,0,9,2,4,2,5,2,2,1,6,3,5
uc1.b182525,1872,1872,1872,reviewed,6651814,7237910,Hayne[COMMA] Paul Hamilton[COMMA],Philadelphia;J.B. Lippincott;1872.,,Legends and lyrics,rev,,,1872,ATL,1830,m,us,,,,30,33,20,19,40,11,27,10,17,8,9,15,13,7,2,5,3,8,4,1,6,3,6,10,2,2,5,4,7,4,13,0,0,1,1,2,1,0,0,0,3,1,14,0,0,0,1,1,3,1,7,4,0,0,1,2,0,0,10,2,0,0,2,0,0,2,0,0,1,0,1,1,1
uc2.ark+=13960=t9p26qv5r,1872,1872,1872,reviewed,7657105,6245604,Dorr[COMMA] Julia C. R.,Philadelphia;J. B. Lippincott & Co.;1872.,,Poems,rev,,,1872,ATL,1825,f,us,,,,37,10,16,20,18,23,8,20,10,4,9,6,14,3,3,4,3,1,3,3,13,2,2,2,7,9,1,5,4,0,2,4,0,0,2,1,5,4,1,5,11,1,3,0,2,1,0,0,7,2,0,2,1,0,2,0,0,0,4,1,0,2,1,2,0,0,0,0,0,0,1,1,0
uc2.ark+=13960=t8x926w5s,1872,1872,1872,random,7692297,,Sawyer[COMMA] William Kingston[COMMA],London;Longmans[COMMA] Green[COMMA] Reader[COMMA] and Dyer;1872.,,The legend of Phyllis,,,,,,1828,m,uk,,,,42,9,33,4,5,6,5,5,5,8,6,7,2,0,0,1,3,8,4,3,2,1,3,3,0,0,1,1,0,0,7,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,3,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,2,0,0,0
uc2.ark+=13960=t7br8q34d,1872,1872,1872,random,6611152,,Forsyth[COMMA] William[COMMA],Edinburgh;William Blackwood;1872.,,Idylls and lyrics,,,,,,1818,m,uk,,,,20,7,30,13,21,17,9,2,14,2,5,4,12,0,9,0,1,0,1,3,1,0,2,0,1,17,0,3,1,0,1,3,4,0,2,0,0,2,0,0,1,2,1,0,15,0,0,0,1,0,3,3,0,0,3,0,0,4,0,1,0,0,0,0,0,8,0,0,0,1,0,1,1
uc2.ark+=13960=t9m32rn84,1872,1872,1872,random,6518169,,Pocock[COMMA] I. J. Innes.,London;Spottiswoode;1872.,,Franklin and other poems,,,,,,,,,,,,13,13,9,7,1,10,15,5,0,1,3,3,1,1,2,3,3,0,0,1,7,0,0,2,0,9,1,1,0,1,0,0,2,0,0,0,0,1,1,1,1,1,0,0,4,0,0,0,0,0,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
uc2.ark+=13960=t8x924t2m,1872,1872,1872,random,6518335,,Harvey[COMMA] Ellen T. H.,Boston;John Bent;1872.,,Wilderness and Mount,,,,,,,,,,,,3,2,5,6,5,1,25,1,27,7,1,0,1,2,0,0,2,1,11,1,0,2,0,2,3,15,0,0,0,4,0,30,0,5,0,0,5,3,0,1,0,0,0,1,5,1,0,0,0,1,0,0,20,0,0,0,0,2,0,0,2,22,0,1,1,0,1,2,2,0,0,0,0
loc.ark+=13960=t6737bz3f,1872,1872,1872,random,9583819,,Ramsey[COMMA] V. G.,Boston;D. Lothrop & co.;Dover[COMMA] N.H.;G. T. Day & co.;1872.,,A legend of the White Hills,,,,,,1817,f,us,,,,32,13,15,7,7,4,10,0,20,5,4,1,0,0,4,2,0,0,1,1,0,4,0,0,3,7,1,13,0,1,0,8,10,1,3,2,0,3,10,6,0,0,2,4,1,0,0,0,1,0,0,1,10,3,0,0,0,0,0,1,0,13,0,0,0,0,3,0,2,0,0,0,0
loc.ark+=13960=t0wq0dz13,1872,1872,1872,random,9609113,,Armstrong[COMMA] J. A.,Brooklyn;E. Darbee[COMMA] Printer;1872.,,Harvest,,,,,,,m,us,,,,6,4,4,5,5,1,18,3,0,3,3,1,1,0,0,0,0,3,2,0,0,5,0,0,0,7,0,0,0,0,1,5,0,0,0,0,1,0,0,0,3,0,0,0,6,0,0,0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0
mdp.39015059548340,1880,1880,1871,reviewed,124084,3074470,Swinburne[COMMA] Algernon Charles[COMMA],London;Chatto and Windus;1880.,,Songs before sunrise,rev,pos,elite,1885,FR,1837,m,uk,,,y,149,52,58,22,4,24,0,15,45,1,8,4,1,17,0,11,11,26,2,6,17,3,19,1,4,0,3,9,3,0,5,0,0,7,0,18,0,2,2,4,0,0,5,0,0,4,0,1,1,0,5,4,8,1,1,5,17,2,0,0,0,1,3,0,7,0,0,5,0,0,6,2,1
mdp.39015063937810,1894,1894,1871,random,246395,,Mackay[COMMA] Eric[COMMA],New York [etc.;Brentano[APOSTROPHE]s;1894,,Love letters of a violinist,,,,,,1851,m,uk,,,,20,18,4,5,10,2,25,2,17,12,8,6,0,1,0,0,1,4,9,4,8,0,0,1,0,6,0,2,4,0,2,2,1,5,1,0,5,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,1,0,0
uc2.ark+=13960=t06w96n8w,1871,1871,1871,reviewed,1424843,3644614,Winter[COMMA] William[COMMA],Boston;J. R. Osgood and company;1871.,,My witness,rev,pos,,1871,ATL,1836,m,us,,,,14,10,4,1,3,2,0,1,3,4,6,0,5,0,0,0,0,2,0,3,1,2,0,1,1,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
nyp.33433066636204,1871,1871,1871,reviewed,8656582,3308640,Miller[COMMA] Joaquin[COMMA],London;Longmans[COMMA] Green[COMMA] Reader[COMMA] and Dyer;1871.,,Songs of the Sierras,rev,,,1871,BM,1837,m,us,,,,52,11,113,11,41,24,33,24,19,25,15,5,64,0,29,3,5,6,3,1,1,1,15,2,2,3,3,0,2,3,0,1,1,5,0,4,5,0,1,1,4,0,2,2,0,0,0,2,0,3,4,0,0,2,1,0,1,6,1,1,0,2,5,0,0,0,1,0,0,0,0,0,4
loc.ark+=13960=t0qr59x0m,1871,1871,1871,reviewed,9560197,11851279,Fuller[COMMA] Edwin W.,New York;E.J. Hale & Son;1871.,,The angel in the cloud,rev,,,1872,ATL,1847,m,us,,obscure,,4,6,11,4,6,0,26,7,8,2,1,0,2,2,7,0,2,4,0,0,1,1,0,0,0,8,0,0,1,5,1,1,0,4,0,2,0,1,0,0,0,0,0,2,1,1,1,0,0,3,0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,0,1,1,0,0,0,0,0
mdp.39015013157980,1878,1878,1871,reviewed,321003,10334702,[Piatt[COMMA] Sarah M. B.,Boston;J. R. Osgood and company;1878.,,A woman[APOSTROPHE]s poems,rev,pos,,1871,ATL,1836,f,us,,,,31,10,18,11,18,11,2,5,4,8,11,4,4,0,6,7,1,2,3,1,1,0,5,1,4,0,1,0,0,2,2,4,1,0,0,0,0,0,1,0,3,0,3,0,1,0,2,3,0,1,0,0,0,0,0,1,2,2,5,1,0,0,0,0,1,0,0,2,0,0,0,1,2
loc.ark+=13960=t5cc1g772,1871,1871,1871,reviewed,8656892,6106197,Greene[COMMA] William Batchelder[COMMA],Boston;B. B. Russell;1871.,,Imogen,rev,,,1872,ATL,1819,m,us,,,,3,6,3,7,8,4,15,5,1,5,0,6,1,0,0,0,1,1,3,2,0,7,1,0,1,7,1,0,0,1,1,4,0,0,0,0,2,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,1,0,1
loc.ark+=13960=t1kh1gk7p,1871,1871,1871,reviewed,1693798,2098558,Channing[COMMA] William Ellery[COMMA],Boston;J. R. Osgood and company;1871.,,The wanderer,rev,neg,,1872,ATL,1817,m,us,,,,10,6,12,10,14,7,1,1,10,2,7,2,4,3,2,1,3,2,0,2,0,0,2,1,1,0,1,2,1,2,0,0,1,1,0,1,2,3,1,0,0,1,0,2,0,0,0,1,0,0,1,1,1,0,2,0,2,2,2,0,1,0,0,3,0,1,0,0,0,0,0,0,0
loc.ark+=13960=t2891sx2w,1871,1871,1871,reviewed,9603398,,Stoddard[COMMA] Richard Henry[COMMA],Boston;James R. Osgood;1871.,,The book of the East[COMMA] and other poems,rev,pos,,1871,ATL,1825,m,us,,,,52,25,16,5,6,15,1,8,1,38,4,3,1,2,6,4,6,5,10,12,7,2,1,2,7,0,2,4,1,0,1,0,1,5,1,2,5,0,1,4,2,0,0,3,0,0,0,3,2,0,1,0,1,1,6,0,0,3,0,1,2,0,2,0,0,1,0,0,2,2,3,1,1
njp.32101068175072,1871,1871,1871,reviewed,8968934,20742890,Butler[COMMA] William Allen[COMMA],Boston;James R. Osgood and Company;1871.,,Poems,rev,,,1872,ATL,1825,m,us,,,,17,4,14,16,25,6,2,4,14,18,3,18,7,3,5,1,1,2,4,0,2,2,2,4,2,0,1,3,6,2,0,0,5,2,2,1,7,1,2,1,2,4,1,0,0,1,0,1,1,1,1,4,3,1,1,0,0,1,3,0,0,1,0,1,0,0,0,0,3,0,1,1,0
uc2.ark+=13960=t8gf0nw9p,1871,1871,1871,reviewed,9261804,14411281,McHenry[COMMA] George.,San Francisco;A.L. Bancroft and Company;1871.,,Time and eternity,rev,,,1872,ATL,1837,m,ir,,obscure,,48,22,18,7,3,7,14,5,26,5,8,7,1,6,3,5,6,7,2,2,7,2,11,4,0,16,1,2,0,3,3,6,2,5,2,2,2,2,3,3,1,5,0,4,0,1,1,1,1,0,1,1,2,4,1,0,3,2,0,2,1,12,2,1,0,0,1,2,7,1,4,4,1
uc2.ark+=13960=t0dv1jg7s,1871,1871,1871,reviewed,7690943,4872294,Morris[COMMA] Lewis[COMMA],London;H. S. King;1871.,,Songs of two worlds,rev,,,1872,FR,1833,m,uk,,,,46,17,10,42,19,27,18,4,35,5,4,10,6,1,1,5,2,0,7,8,19,0,3,7,8,0,1,1,3,3,1,0,0,6,0,1,0,2,0,1,0,2,16,0,0,1,5,0,0,0,4,5,1,2,0,0,0,1,9,2,1,0,1,0,0,1,0,0,0,0,0,2,0
loc.ark+=13960=t03x8vs4n,1871,1871,1871,random,9582968,,Wallace[COMMA] E. D.,New York;T.F. Leslie;1871.,,England[APOSTROPHE]s last queen,,,,,,,,,,,,1,0,0,1,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uc2.ark+=13960=t6057k92v,1871,1871,1871,random,7689741,,Kingsley[COMMA] Henry[COMMA],London;New York;Macmillan;1871.,,The lost child,,,,,,1830,m,uk,,anthology,,2,1,1,2,0,4,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
nnc1.1002356570,1871,1871,1871,random,,,,London;1871.,,Verses for the people[COMMA] suitable to the times[COMMA] by an Englishman,,,,,,,,uk,,,,1,0,2,2,1,0,3,1,0,0,0,0,0,4,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
loc.ark+=13960=t56d6fr15,1871,1871,1871,random,,,Smith[COMMA] Francis S.,New York;American News;1871.,,Poems for the million,,,,,,1819,m,us,,,,28,3,6,2,7,6,39,4,14,12,0,0,2,0,0,4,0,0,5,1,1,1,0,1,1,30,1,5,0,0,3,11,1,2,3,0,3,2,0,0,0,0,0,2,5,1,1,0,1,2,0,0,7,1,1,4,0,0,0,1,2,1,1,0,0,0,1,1,2,0,0,0,0
nyp.33433074963582,1871,1871,1871,random,,,Stanton[COMMA] Henry T.,Baltimore;Henry C. Turnbull[COMMA] Jr.;1871.,,The Moneyless Man[COMMA] and Other Poems,,,,,,1834,m,us,,,,23,7,8,4,1,22,1,0,14,12,3,2,6,1,1,0,6,1,1,0,0,1,0,0,0,0,0,18,2,2,1,1,3,2,1,0,2,0,1,0,3,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0
loc.ark+=13960=t3nw08094,1871,1871,1871,random,,,Spalding[COMMA] Lucy Billings[COMMA],Philadelphia;J.B. Lippincott & Co.;1871.,,The ruined statues[COMMA] and other poems,,,,,,1839,f,us,,,,32,4,18,26,6,13,1,1,0,0,5,0,12,1,8,1,0,0,0,1,0,3,4,0,2,1,1,1,0,3,10,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,3,1,0,0,0,4,1,1,2,0,0,0,0,0,0,1,0,0,0,1
loc.ark+=13960=t7dr3b23n,1871,1871,1871,random,9601627,,Le Cato[COMMA] N. J. W.,Baltimore;Steam Press of Frederick A. Hanzsche ...;1871.,,Theodora and other poems,,,,,,1835,m,us,,,,12,5,4,1,7,7,9,0,3,9,1,0,3,0,0,0,0,0,0,2,1,8,0,0,0,9,0,0,0,5,0,7,0,1,0,0,0,1,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0
loc.ark+=13960=t4qj7w512,1871,1871,1871,random,9602022,,Gates[COMMA] Rozina. [from old catalog],St. Joseph[COMMA] Mich.;T.L. Reynolds[COMMA] printer;1871.,,A panoramic view of the creation!,,,,,,,,,,,,3,1,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
njp.32101066457894,1871,1871,1871,random,8928064,,Cooke[COMMA] Belle W.,Salem[COMMA] Or.;E. M. Waite[COMMA] printer;1871.,,Tears and victory,,,,,,1834,f,us,,,,8,23,3,13,7,2,26,6,8,11,5,5,7,6,3,4,1,2,1,0,1,2,0,0,0,9,2,2,2,8,1,12,11,0,4,3,6,0,0,5,0,0,2,0,1,1,0,0,1,1,0,0,2,2,3,1,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
uc1.b260737,1870,1870,1870,reviewed,6509062,6482223,Weeks[COMMA] Robert Kelley[COMMA],New York;Leypoldt & Holt;1870.,,Episodes and lyric pieces,rev,,,1871,ATL,1840,m,us,,,,5,14,5,12,10,6,10,10,1,4,21,0,2,6,0,3,1,2,3,2,4,0,6,3,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,2,6,0,2,1,0,0,4,1,1,2,0,0,0,0,1,0,2,3,4,2,0,0,1,0,0,0,0,0,0,0,0,3,0
